Clone	Target	Chromosome	Position	Bad_P	Log2Rat	RawRat	Log2StdDev	NReplic	FISH_2	FISH	WI_cR	WI_cM	WI-RH	G3	GB4	cM_MGD	CM	MARKER_NAMES	MAP_SOURCE	MAPPING_NAME	DNASOURCE_DESCRIPTION	CLONENOTES	KB_POSITION	WELL_ID	USER_CLONE_ID
RP11-131M16	HumArray1H3_C13	1	126	0	0.020924	1.014609	0.05256	3	44	1q41							238.5	AFM297XC1	fishClones.txt	RP11-131M16	MSD5		251084	HumArray1H3_C13	RP11-131M16
RP11-260A10	HumArray1H4_A2	1	127	0	0.231657	1.174183	0.008532	3	0.2	1q32				8480	703.94		241.6	AFM309YD1;D1S490	fishClones.txt	RP11-260A10	MSD15		252179	HumArray1H4_A2	RP11-260A10
RP11-66M7	HumArray1H4_A3	1	128	0	0.262806	1.19981	0.050719	3	q32	1q41				8490	704.86		242.5	AFM184YF6;D1S227	fishClones.txt	RP11-66M7	MSD15		252230	HumArray1H4_A3	RP11-66M7
CTD-2064P10	HumArray1H5_G23	1	129	0	0.112063	1.080773	0.017104	3	6	1q41					704.71			RH69605;TGFB2	stsMap.txt	RH69605	MSD32		253723	HumArray1H5_G23	CTD-2064P10
RP11-211K12	HumArray1H4_A4	1	130	0	-0.003644	0.997478	0.056691	3	2	1q32.2				8534			243.3	AFMA112YA5;D1S2616	fishClones.txt	RP11-211K12	MSD15		254853	HumArray1H4_A4	RP11-211K12
RP11-149C8	HumArray1H4_A5	1	131	0	0.086331	1.061667	0.021737	3		1q41							245.2	AFMA052ZD1	fishClones.txt	RP11-149C8	MSD15		257961	HumArray1H4_A5	RP11-149C8
CTD-2235K13	HumArray1H5_N3	1	132	0	0.158284	1.115959	0.005156	3		1q41								U09582;TP53BP2	stsMap.txt	RH17986	MSD37		259774	HumArray1H5_N3	CTD-2235K13
RP11-192M1	HumArray1H4_A6	1	133	0	0.053314	1.037645	0.005545	3	2	1q42				8902	716.86		246.2	AFM290WD1;D1S479	fishClones.txt	RP11-192M1	MSD15		262105	HumArray1H4_A6	RP11-192M1
RP11-210E16	HumArray1H3_B26	1	134	0	-0.008206	0.994328	0.03065	3		1q41-42				9171	740.75		251.2	AFM119YH10;D1S459	fishClones.txt	RP11-210E16	MSD4		269410	HumArray1H3_B26	RP11-210E16
RP11-155C15	HumArray1H4_A7	1	135	0	-0.021498	0.985209	0.063926	2	5	1q42-43							256.1	AFM238YA7	fishClones.txt	RP11-155C15	MSD15		271751	HumArray1H4_A7	RP11-155C15
CTD-2159A18	HumArray1H5_D27	1	136	0	0.30786	1.23787	0.020261	3		1q43								SHGC-76531;LGALS8	fishClones.txt	CTD-2159A18	MSD31		273772	HumArray1H5_D27	CTD-2159A18
RP11-130I13	HumArray1H4_A8	1	137	0	0.10201	1.073268	0.012194	3	43	1q43							267.5	AFMA230WH1	fishClones.txt	RP11-130I13	MSD15		277049	HumArray1H4_A8	RP11-130I13
RP11-194F13	HumArray1H3_H3	1	138	0	0.06982	1.049586	0.025911	3		1q43				9354			272	AFM218ZB6;D1S321	INTERPOL_CM		MSD7		278747	HumArray1H3_H3	RP11-194F13
RP11-210F8	HumArray1H4_A9	1	139	0	-0.012389	0.99145	0.010142	3		1q43				9349	750.6		272	AFM102XE3;D1S204	fishClones.txt	RP11-210F8	MSD15		278999	HumArray1H4_A9	RP11-210F8
RP11-188A4	HumArray1H4_A10	1	140	0	0.052323	1.036933	0.036074	3	9	1q43-44							278.8	AFM183XD8	fishClones.txt	RP11-188A4	MSD15		280672	HumArray1H4_A10	RP11-188A4
RP11-212E22	HumArray1H3_C14	1	141	0	0.202476	1.150671	0.048384	3	4	1q43							277.3	AFM337ZF5	fishClones.txt	RP11-212E22	MSD5		280816	HumArray1H3_C14	RP11-212E22
GS1-167K11	HumArray1S1_A19	1	142	0	0.073518	1.05228	0.058393	2	ZF5	1 q tel								1 q tel	TELOMERE		MSD35		300000	HumArray1S1_A19	GS1-167K11
GS1-8L3	HumArray1S1_A20	2	143	0	0.085335	1.060934	0.021721	2	1 q tel	2 p tel								2 p tel	TELOMERE		MSD35		0	HumArray1S1_A20	GS1-8L3
RP11-200F14	HumArray1H3_H4	2	144	0	0.376256	1.297969	0.037875	2	1q41-42	2p25.2				137	31.43		12.6	AFM168XG3;D2S281	fishClones.txt	RP11-200F14	MSD7		6622	HumArray1H3_H4	RP11-200F14
RP11-185P14	HumArray1H3_H5	2	145	0	0.173668	1.127922	0.022294	3	41-42	2p25.1				319	39.81		22.4	AFM200ZC11;D2S287	fishClones.txt	RP11-185P14	MSD7		10032	HumArray1H3_H5	RP11-185P14
RP11-87J7	HumArray1H3_C15	2	146	0	0.255163	1.193471	0.019309	2	p25.1	2p25.1					42.03		24.2	AFMA127XB9;D2S398	fishClones.txt	RP11-87J7	MSD5		11203	HumArray1H3_C15	RP11-87J7
RP11-81F24	HumArray1H3_H6	2	147	0	0.29643	1.228102	0.082199	3	25.1	2p24.3					58.48		36.5	AFM242XF10;D2S312	fishClones.txt	RP11-81F24	MSD7		15858	HumArray1H3_H6	RP11-81F24
RP1-254N16	HumArray1S1_B1	2	148	0	0.126059	1.091309	0.018008	3	36.5	2p24.1ÿÿ								D2S2719	stsMap.txt	WI-7056	MSD24		16715	HumArray1S1_B1	RP1-254N16
RP11-111J6	HumArray1H4_B1	2	149	0	0.196703	1.146076	0.006559	3	1	2p24				577	64.24		40.7	AFMA070WE9;D2S2375	fishClones.txt	RP11-111J6	MSD16		19342	HumArray1H4_B1	RP11-111J6
RP11-171A13	HumArray1H3_H7	2	150	0	0.216976	1.162294	0.043831	3		2p24.1				592	68.01		40.7	AFM331ZG5;D2S387	fishClones.txt	RP11-171A13	MSD7		19890	HumArray1H3_H7	RP11-171A13
RP11-72H12	HumArray1H4_B2	2	151	0	-0.017529	0.987923	0.015551	2	8.01	2p23					97.84		51.2	AFM347YA5;D2S392	INTERPOL_CM		MSD16		29828	HumArray1H4_B2	RP11-72H12
RP11-57F9	HumArray1H3_C16	2	152	0	0.393145	1.313253	1000000	1	4.1	2p23				1228	95.72		50.7	AFM234YA9;D2S165	fishClones.txt	RP11-57F9	MSD5		30345	HumArray1H3_C16	RP11-57F9
RP11-71J7	HumArray1H3_C17	2	153	0	0.221038	1.165572	0.022037	3	1	2p22.3				1343	105.4		54.1	AFM296VG9;D2S352	fishClones.txt	RP11-71J7	MSD5		32784	HumArray1H3_C17	RP11-71J7
RP11-77G15	HumArray1H3_H8	2	154	0	0.271413	1.206989	0.042065	3		2p22.3				1445	108.96		58.3	AFM303ZE1;D2S367	fishClones.txt	RP11-77G15	MSD7		36170	HumArray1H3_H8	RP11-77G15
RP11-163N23	HumArray1H3_H9	2	155	0	0.215393	1.16102	0.025866	3	Jan-42	2p22				1521	110.98		59.7	AFMA340ZC9;D2S2230	fishClones.txt	RP11-163N23	MSD7		38562	HumArray1H3_H9	RP11-163N23
RP11-163N11	HumArray1H3_H10	2	156	0	0.181972	1.134433	0.024055	3		2p22				1585	118.88		62.8	AFM267ZC9;D2S177	fishClones.txt	RP11-163N11	MSD7		40419	HumArray1H3_H10	RP11-163N11
RP11-128C5	HumArray1H4_B3	2	157	0	0.189103	1.140054	0.005717	3	p22	2p21				1804	134.55		69	AFM077YB7;D2S119	fishClones.txt	RP11-128C5	MSD16		47193	HumArray1H4_B3	RP11-128C5
RP11-119J12	HumArray1H3_H11	2	158	0	0.287094	1.22018	0.032089	3	2	2p21					138.42		73.3	AFMB318XA9;D2S2291	fishClones.txt	RP11-119J12	MSD7		49101	HumArray1H3_H11	RP11-119J12
RP11-180L21	HumArray1H4_B4	2	159	0	0.282494	1.216296	0.018905	3	-42	2p16-2p21					142.5		73.8	AFMA191XA5;D2S2182	fishClones.txt	RP11-180L21	MSD16		49435	HumArray1H4_B4	RP11-180L21
RP11-81L7	HumArray1H3_C18	2	160	0	0.119473	1.086338	0.006422	3	p21	2p16.1				2293	176.54		80.8	AFM320YB9;D2S378	fishClones.txt	RP11-81L7	MSD4		61332	HumArray1H3_B35	RP11-81L7
RP11-81L7	HumArray1H3_B35	2	160	0	0.47671	1.391566	1000000	1	p21	2p16.1				2293	176.54		80.8	AFM320YB9;D2S378	fishClones.txt	RP11-81L7	MSD4		61332	HumArray1H3_B35	RP11-81L7
RP11-24P23	HumArray1H3_H12	2	162	0	0.408785	1.327567	0.033849	3	p21	2p14				3011	220.24		92.2	AFM203YB6;D2S292	fishClones.txt	RP11-24P23	MSD7		74371	HumArray1H3_H12	RP11-24P23
RP11-87C16	HumArray1H4_B5	2	163	0	0.20103	1.149519	0.020834	3	-42	2p12-2p13				3108	229.1		95.1	AFM198TA1;D2S145	fishClones.txt	RP11-87C16	MSD16		77219	HumArray1H4_B5	RP11-87C16
RP11-63D13	HumArray1H3_H13	2	164	0	0.187635	1.138895	0.029747	3	2p13	2p12				3292	259.01		106	AFM177XH4;D2S139	fishClones.txt	RP11-63D13	MSD7		84314	HumArray1H3_H13	RP11-63D13
RP11-113N17	HumArray1H3_C19	2	165	0	-0.019698	0.986439	0.006608	3		2p12				3379	278.73		107.1	AFM044XA1;D2S289	fishClones.txt	RP11-113N17	MSD5		87297	HumArray1H3_C19	RP11-113N17
RP11-82B19	HumArray1H4_B6	2	166	0	0.054488	1.038491	0.031384	3	CM	2p12-2p11.2				3452	293.93		107.7	AFMA061YB9;D2S2371	fishClones.txt	RP11-82B19	MSD16		90022	HumArray1H4_B6	RP11-82B19
RP11-84M16	HumArray1H4_B7	2	167	0	0.214742	1.160496	0.059009	3	12-2p11.2	2p11.2				4324	298		111.5	AFM333VH5;D2S388	fishClones.txt	RP11-84M16	MSD16		91688	HumArray1H4_B7	RP11-84M16
GS-274P9	HumArray1S1_D12	2	168	0	0.243119	1.183549	0.060096	3	11.5	2p13-p12ÿÿ								RH56920	MANUAL_G3	AC010733	MSD25		92000	HumArray1S1_D12	GS-274P9
RP11-67L23	HumArray1H4_B8	2	169	0	0.072044	1.051205	0	3	M	2q11.1-2q11.2				5047	345.78		115.3	AFM052XB4;D2S113	fishClones.txt	RP11-67L23	MSD16		100287	HumArray1H4_B8	RP11-67L23
RP11-8C18	HumArray1H3_H14	2	170	0	0.194815	1.144578	0.001898	3	1-2q11.2	2q12				5478	368.91		121.9	AFMA046YA9;D2S1897	fishClones.txt	RP11-8C18	MSD7		109635	HumArray1H3_H14	RP11-8C18
RP11-95H5	HumArray1H4_B9	2	171	0	0.004915	1.003413	0.025128	3	2q11.2	2q12-q13				5531	375.95		122.4	AFM205XA1;D2S293	fishClones.txt	RP11-95H5	MSD16		110200	HumArray1H4_B9	RP11-95H5
RP11-218F21	HumArray1H4_B10	2	172	0	-0.052785	0.964074	0.042875	3		2q14.1					399.36		127.4	AFM220ZE3;D2S160	fishClones.txt	RP11-218F21	MSD16		115877	HumArray1H4_B10	RP11-218F21
CTD-2024C11	HumArray1H5_D29	2	173	0	0.243634	1.183971	0.037341	3		2q13-2q14.1					411.81			stSG142;IL1B	stsMap.txt	RH11481	MSD31		116569	HumArray1H5_D29	CTD-2024C11
RP11-1L22	HumArray1H3_C20	2	174	0	0.061663	1.043668	0.006245	3	4.1	2q21.2					471.06		145.8	AFM032XG5;D2S112	fishClones.txt	RP11-1L22	MSD16		137810	HumArray1H4_B11	RP11-1L22
RP11-1L22	HumArray1H4_B11	2	174	0	0.097028	1.069568	0.035156	3	4.1	2q21.2					471.06		145.8	AFM032XG5;D2S112	fishClones.txt	RP11-1L22	MSD16		137810	HumArray1H4_B11	RP11-1L22
RP11-9L19	HumArray1H3_H15	2	176	0	0.046944	1.033074	0.018748	3	0.1	2q21				6399	471.06		147.1	AFM052XF8;D2S114	fishClones.txt	RP11-9L19	MSD7		138812	HumArray1H3_H15	RP11-9L19
RP11-119N3	HumArray1H4_B12	2	177	0	0.123	1.088997	0.045506	3		2q21.3-2q22				6580	474.62		150.5	AFM248ZA9;D2S314	fishClones.txt	RP11-119N3	MSD16		142223	HumArray1H4_B12	RP11-119N3
RP11-29N17	HumArray1H3_H16	2	178	0	0.179798	1.132726	0.041039	3	2q21.3-2q22	2q22					486.13		154.3	AFM119XD2;D2S127	fishClones.txt	RP11-29N17	MSD7		146349	HumArray1H3_H16	RP11-29N17
RP11-67J2	HumArray1H3_C21	2	179	0	0.027896	1.019524	0.018228	3	q22	2q22-2q23				6830	494.89		156.4	AFM321YG5;D2S381	fishClones.txt	RP11-67J2	MSD16		150308	HumArray1H4_B13	RP11-67J2
RP11-67J2	HumArray1H4_B13	2	179	1				0	q22	2q22-2q23				6830	494.89		156.4	AFM321YG5;D2S381	fishClones.txt	RP11-67J2	MSD16		150308	HumArray1H4_B13	RP11-67J2
RP11-72H23	HumArray1H3_H17	2	181	1				0	q23	2q22-2q24				6994			156.9	AFM294VF5;D2S2335	fishClones.txt	RP11-72H23	MSD7		153325	HumArray1H3_H17	RP11-72H23
RP11-13C20	HumArray1H3_C22	2	182	0	0.009287	1.006458	0.02051	3	3	2q22-2q23					508.29		158.6	AFM297WC1;D2S356	fishClones.txt	RP11-13C20	MSD16		156349	HumArray1H4_B14	RP11-13C20
RP11-13C20	HumArray1H4_B14	2	182	0	-0.054189	0.963136	0.037485	3	3	2q22-2q23					508.29		158.6	AFM297WC1;D2S356	fishClones.txt	RP11-13C20	MSD16		156349	HumArray1H4_B14	RP11-13C20
RP11-185M22	HumArray1H4_B15	2	184	0	-0.015348	0.989418	0.015802	3	2	2q23-2q24.1				7205			159.4	AFMA348WH1;D2S2236	fishClones.txt	RP11-185M22	MSD16		157154	HumArray1H4_B15	RP11-185M22
RP11-191I9	HumArray1H4_B16	2	185	0	0.004126	1.002864	0.030332	3	2q24.1	2q24.1					517.38		166.3	AFM191WG9;D2S142	fishClones.txt	RP11-191I9	MSD16		161273	HumArray1H4_B16	RP11-191I9
RP11-50J20	HumArray1H3_H18	2	186	0	0.042088	1.029603	0.009728	3	4.1	2q24.2				7423	532.56		170.5	AFM211YD6;D2S156	fishClones.txt	RP11-50J20	MSD7		165814	HumArray1H3_H18	RP11-50J20
RP11-39A8	HumArray1H3_C23	2	187	0	0.007031	1.004886	0.028955	3	4.2	2q24.3					550.72		174.8	AFMA131WB9;D2S399	fishClones.txt	RP11-39A8	MSD16		173305	HumArray1H4_B17	RP11-39A8
RP11-39A8	HumArray1H4_B17	2	187	0	-0.026335	0.981912	0.010151	3	4.2	2q24.3					550.72		174.8	AFMA131WB9;D2S399	fishClones.txt	RP11-39A8	MSD16		173305	HumArray1H4_B17	RP11-39A8
RP11-218D15	HumArray1H4_B18	2	189	0	-0.056875	0.961344	0.002611	3		2q24.3				7773	563.06		180.6	AFM319XG1;D2S376	fishClones.txt	RP11-218D15	MSD16		177118	HumArray1H4_B18	RP11-218D15
RP11-61N23	HumArray1H3_H19	2	190	0	0.199502	1.148302	0.017393	2		2q31				8060			187.5	AFMB354WC5;D2S2307	fishClones.txt	RP11-61N23	MSD7		181608	HumArray1H3_H19	RP11-61N23
RP11-12N7	HumArray1H4_B19	2	191	0	-0.005806	0.995984	0.001259	3	3	2q31.2				8101	580.72		188.2	AFMB049YD1;D2S2257	fishClones.txt	RP11-12N7	MSD16		182195	HumArray1H4_B19	RP11-12N7
RP11-250B10	HumArray1H4_B20	2	192	0	0.09588	1.068717	0.018387	3		2q31-2q32				8284			190.8	AFM263XE1;D2S324	fishClones.txt	RP11-250B10	MSD16		186387	HumArray1H4_B20	RP11-250B10
RP11-69G4	HumArray1H4_B21	2	193	0	0.006425	1.004463	0.018461	3	2	2q32.1				8431	585.3		192.9	AFM303YA9;D2S364	fishClones.txt	RP11-69G4	MSD16		190160	HumArray1H4_B21	RP11-69G4
RP11-38I11	HumArray1H4_B22	2	194	0	-0.028905	0.980164	0.040455	3		2q32.1				8475			193.6	AFMA057VG9;D2S2366	fishClones.txt	RP11-38I11	MSD16		192161	HumArray1H4_B22	RP11-38I11
RP11-30M1	HumArray1H3_C24	2	195	0	0.024237	1.016942	0.027844	3		2q32.3					611.84		201.4	AFM065YF11;D2S117	fishClones.txt	RP11-30M1	MSD16		203315	HumArray1H4_B23	RP11-30M1
RP11-30M1	HumArray1H4_B23	2	195	0	-0.008079	0.994416	0.01972	3		2q32.3					611.84		201.4	AFM065YF11;D2S117	fishClones.txt	RP11-30M1	MSD16		203315	HumArray1H4_B23	RP11-30M1
RP11-34N13	HumArray1H3_H20	2	197	0	0.273113	1.208413	0.068959	3		2q32.3-2q33				8759	622.71		201.7	AFM058YE3;D2S115	fishClones.txt	RP11-34N13	MSD7		207147	HumArray1H3_H20	RP11-34N13
RP11-57C6	HumArray1H4_B24	2	198	0	0.068495	1.048622	0.020825	3	.3-2q33	2q33				8850	625.24		204.7	AFM064XH7;D2S116	fishClones.txt	RP11-57C6	MSD16		210706	HumArray1H4_B24	RP11-57C6
RP11-47E6	HumArray1H3_C25	2	199	0	-0.131618	0.912807	0.048449	3	.3-2q33	2q33				8977	631.26		205.4	AFM074XG9;D2S307	fishClones.txt	RP11-47E6	MSD16		213646	HumArray1H4_B25	RP11-47E6
RP11-47E6	HumArray1H4_B25	2	199	0	-0.164072	0.892503	0.021726	3	.3-2q33	2q33				8977	631.26		205.4	AFM074XG9;D2S307	fishClones.txt	RP11-47E6	MSD16		213646	HumArray1H4_B25	RP11-47E6
RP11-225L15	HumArray1H4_B26	2	201	0	-0.106165	0.929054	0.03298	3	33	2q33-2q34					639.28		209.3	AFM304TB5;D2S369	fishClones.txt	RP11-225L15	MSD16		216447	HumArray1H4_B26	RP11-225L15
CTD-2149J10	HumArray1H5_G27	2	202	0	-0.15533	0.897927	0.033934	3	639.28	2q34					649.21			RH68995;ERBB4	stsMap.txt	RH68995	MSD32		221345	HumArray1H5_G27	CTD-2149J10
RP11-4B6	HumArray1H4_B27	2	203	0	-0.041421	0.971697	0.034902	3	9.28	2q34-2q35							223.1	AFM205YB4	fishClones.txt	RP11-4B6	MSD16		227488	HumArray1H4_B27	RP11-4B6
RP11-53G6	HumArray1H3_H21	2	204	0	-0.01972	0.986424	0.011678	3	-2q34	2q35				9494	686.24		225.6	AFM234WA9;D2S163	fishClones.txt	RP11-53G6	MSD7		230293	HumArray1H3_H21	RP11-53G6
RP11-23G2	HumArray1H3_C26	2	205	0	-0.212658	0.862946	0.006669	3	494	2q35-2q36				9518			228.8	AFM119XC7;D2S126	INTERPOL_CM		MSD16		232296	HumArray1H4_B28	RP11-23G2
RP11-23G2	HumArray1H4_B28	2	205	0	0.066702	1.04732	0.046876	3	494	2q35-2q36				9518			228.8	AFM119XC7;D2S126	INTERPOL_CM		MSD16		232296	HumArray1H4_B28	RP11-23G2
RP11-247E23	HumArray1H3_C27	2	207	0	-0.092913	0.937628	0.028623	3	33	2q35-2q36					694.04		230.1	AFM301WG1;D2S360	fishClones.txt	RP11-247E23	MSD16		233203	HumArray1H4_B29	RP11-247E23
RP11-247E23	HumArray1H4_B29	2	207	0	-0.075924	0.948734	0.02004	3	33	2q35-2q36					694.04		230.1	AFM301WG1;D2S360	fishClones.txt	RP11-247E23	MSD16		233203	HumArray1H4_B29	RP11-247E23
RP11-183N7	HumArray1H4_B30	2	209	0	-0.107278	0.928338	0.050347	3	5-2q36	2q36				9567			231.8	AFMA337ZD1;D2S2228	fishClones.txt	RP11-183N7	MSD16		234189	HumArray1H4_B30	RP11-183N7
RP11-68H19	HumArray1H4_B31	2	210	0	-0.057716	0.960784	0.019641	3	36	2q36				9623	700.32		233.1	AFM294YF5;D2S351	fishClones.txt	RP11-68H19	MSD16		235178	HumArray1H4_B31	RP11-68H19
RP11-71H20	HumArray1H4_B32	2	211	0	0.035748	1.025088	0.008581	3		2q36-2q37				9931			244	AFMA217YF9;D2S2193	fishClones.txt	RP11-71H20	MSD16		241871	HumArray1H4_B32	RP11-71H20
RP11-176L22	HumArray1H3_C28	2	212	0	-0.0168	0.988422	0.12272	2		2q37.1-2q37.2				9970			245.7	AFM333WC5;D2S2344	fishClones.txt	RP11-176L22	MSD16		243887	HumArray1H4_B33	RP11-176L22
RP11-176L22	HumArray1H4_B33	2	212	0	-0.056885	0.961337	0.007256	3		2q37.1-2q37.2				9970			245.7	AFM333WC5;D2S2344	fishClones.txt	RP11-176L22	MSD16		243887	HumArray1H4_B33	RP11-176L22
RP11-188B21	HumArray1H4_B34	2	214	0	-0.160037	0.895002	0.023375	3		"""2q37"				9709	722.55		248.3	AFM259YC9;D2S206	fishClones.txt	RP11-188B21	MSD16		244158	HumArray1H4_B34	RP11-188B21
RP11-21K1	HumArray1H4_B35	2	215	0	-0.057673	0.960813	0.014092	3		2q37.2					731.03		253	AFM275YF5;D2S336	fishClones.txt	RP11-21K1	MSD16		246303	HumArray1H4_B35	RP11-21K1
RP11-116M19	HumArray1H4_B36	2	216	0	0.022263	1.015552	0.008112	3	"37"""	2q37.2					734.49		256.2	AFMA239YC5;D2S2202	fishClones.txt	RP11-116M19	MSD16		247415	HumArray1H4_B36	RP11-116M19
CTB-172I13	HumArray1S1_A22	2	217	0	0.021565	1.01506	1000000	1	39YC5;D2S2202	2 q tel								2 q tel	TELOMERE		MSD35		270000	HumArray1S1_A22	CTB-172I13
CTB-228K22	HumArray1S1_A23	3	218	0	-0.321145	0.800434	0.013436	2	 tel	3 p tel								3 p tel	TELOMERE		MSD35		0	HumArray1S1_A23	CTB-228K22
RP11-32F23	HumArray1H3_H23	3	219	0	-0.06608	0.95523	0.024438	3		3p26					23.72		12.9	AFM217XD6;D3S1560	fishClones.txt	RP11-32F23	MSD7		1961	HumArray1H3_H23	RP11-32F23
RP11-129K1	HumArray1H3_H22	3	220	0	-0.128696	0.914658	0.002744	3	26	3p26				36			3.1	AFMA064WH9;D3S3525	fishClones.txt	RP11-129K1	MSD7		4131	HumArray1H3_H22	RP11-129K1
RP11-28P14	HumArray1H3_C29	3	221	0	-0.344422	0.787624	0.014633	3	2	3p25-3p26				253	30.87		16.5	AFM234TF4;D3S1304	fishClones.txt	RP11-28P14	MSD5		8611	HumArray1H3_C29	RP11-28P14
RP11-128A5	HumArray1H3_H24	3	222	0	0.031162	1.021835	0.039357	3	26	3p25-3p26				337			23.2	AFMC023XB5;D3S3691	fishClones.txt	RP11-128A5	MSD7		10474	HumArray1H3_H24	RP11-128A5
CTB-110J24	HumArray1S1_A24	3	223	0	-0.018276	0.987412	0.015444	3	2	3p25-p26								L15409;RH71303	refflat.txt	VHL	MSD35		12330	HumArray1S1_A24	CTB-110J24
RP11-175G7	HumArray1H3_U11	3	224	0	0.243346	1.183735	1000000	1	26	3p25				508	52.78		30.4	AFM079YG5;D3S1263	fishClones.txt	RP11-175G7	MSD12		13664	HumArray1H3_U11	RP11-175G7
GS1-98-L2	HumArray1S1_B7	3	225	0	-0.129065	0.914424	0.040098	3	1263	3p25ÿÿ								D3S4000	stsMap.txt	WI-7071	MSD24		17707	HumArray1S1_B7	GS1-98-L2
CTD-2035K18	HumArray1H5_D30	3	226	1				0		3p25					56.69			A009W45;RAF1	refflat.txt	RAF1	MSD31		18054	HumArray1H5_D30	CTD-2035K18
RP11-271E2	HumArray1H3_C30	3	227	0	-0.002911	0.997984	0.007007	3		3p24.3-3p25				656	56.89		33	AFM283VB5;D3S1585	fishClones.txt	RP11-271E2	MSD5		19383	HumArray1H3_C30	RP11-271E2
RP11-121D3	HumArray1H3_U12	3	228	0	0.265651	1.202178	0.026015	3	3p24.3-3p25	3p25					60.16		33.5	AFM205VA9;D3S1554	stsMap.txt	AFM205VA9	MSD12		20030	HumArray1H3_U12	RP11-121D3
RP11-279L16	HumArray1H3_H25	3	229	0	0.204202	1.152049	0.017927	3		3p24.3-3p25				745			35.7	AFMB046ZB5;D3S3613	fishClones.txt	RP11-279L16	MSD7		20808	HumArray1H3_H25	RP11-279L16
RP11-255O19	HumArray1H3_C31	3	230	0	-0.218543	0.859433	0.005845	3		3p24.3-3p25				763			35.8	AFM197XG11;D3S1286	fishClones.txt	RP11-255O19	MSD5		21671	HumArray1H3_C31	RP11-255O19
RP11-208G16	HumArray1H3_H26	3	231	0	-0.138307	0.908585	0.018526	3	p25	3p24.3					82.46		38.9	AFM301ZE9;D3S1599	fishClones.txt	RP11-208G16	MSD7		28501	HumArray1H3_H26	RP11-208G16
RP11-245E5	HumArray1H3_U13	3	232	0	-0.180288	0.882527	0.004924	3	5	3p24				1002	83.26		40.7	AFMB331YE9;D3S3659	fishClones.txt	RP11-245E5	MSD12		28828	HumArray1H3_U13	RP11-245E5
RP11-41F5	HumArray1H3_H27	3	233	0	-0.141706	0.906446	0.035184	3	4	3p24.3				918	84.28		41.8	AFMA346XA9;D3S3598	fishClones.txt	RP11-41F5	MSD7		29769	HumArray1H3_H27	RP11-41F5
RP11-51D22	HumArray1H5_N4	3	234	0	-0.076067	0.94864	0.031878	3	41.8	3p24								M26747;THRB	stsMap.txt	RH71272	MSD37		30220	HumArray1H5_N4	RP11-51D22
RP11-11L6	HumArray1H3_U14	3	235	0	-0.095064	0.936231	0.009676	3		3p23-3p24				1114	94.63		46.8	AFM183YC3;D3S1283	fishClones.txt	RP11-11L6	MSD12		35234	HumArray1H3_U14	RP11-11L6
RP11-103N21	HumArray1H3_C32	3	236	0	0.026948	1.018855	0.036903	3		3p23-3p24				1185	106.62		49.5	AFM320WC9;D3S1609	fishClones.txt	RP11-103N21	MSD5		36499	HumArray1H3_C32	RP11-103N21
RP11-1024P17	HumArray1H5_P11	3	237	0	-0.035211	0.975889	0.009722	3	62	3p22								A006H18;TGFBR2/HNPCC6	refflat.txt	TGFBR2	MSD37		37227	HumArray1H5_P11	RP11-1024P17
RP11-286G5	HumArray1H3_H28	3	238	0	-0.011683	0.991935	0.058014	3		3p22					128.98		55.4	AFM220XG3;D3S1561	fishClones.txt	RP11-286G5	MSD7		42477	HumArray1H3_H28	RP11-286G5
CTD-2132L9	HumArray1H5_D31	3	239	0	-0.131101	0.913134	0.011265	3		3p21.3-3p22					135.41			U09117;PLCD1	stsMap.txt	RH70548	MSD31		44514	HumArray1H5_D31	CTD-2132L9
RP11-209O16	HumArray1H3_U15	3	240	0	-0.273064	0.82756	0.001856	2	p24	3p22				1533	135.37		57.8	AFM038XC1;D3S1260	fishClones.txt	RP11-209O16	MSD12		44722	HumArray1H3_U15	RP11-209O16
RP11-241P3	HumArray1H3_C33	3	241	1				0	2	3p22				1750	141.58		63.3	AFMA162WD9;D3S3564	fishClones.txt	RP11-241P3	MSD5		48550	HumArray1H3_C33	RP11-241P3
RP11-119L2	HumArray1H3_H29	3	242	0	-0.294699	0.815242	0.012012	3		3p21-3p22					139.77		62.7	AFMC006YH1;D3S3685	fishClones.txt	RP11-119L2	MSD7		48696	HumArray1H3_H29	RP11-119L2
RP11-189H19	HumArray1H3_U16	3	243	0	-0.259091	0.835614	0.047799	2	2	3p21.3				1836			64.4	AFMB291ZC9;D3S3624	fishClones.txt	RP11-189H19	MSD12		50927	HumArray1H3_U16	RP11-189H19
RP11-111P21	HumArray1H5_I22	3	244	1				0	4	3p21.3				1867	146.47		65.1	AFMA231XE9;D3S3582	fishClones.txt	RP11-111P21	MSD3		52084	HumArray1H5_I22	RP11-111P21
CTB-35K18	HumArray1H5_N5	3	245	0	-0.244901	0.843873	0.003931	3	82	3p21								stSG78;CDC25A	stsMap.txt	RH11459	MSD37		55013	HumArray1H5_N5	CTB-35K18
RP11-122D19	HumArray1H3_H30	3	246	0	-0.259563	0.835341	0.001502	3	0.47	3p21.2							67.7	AFM287YD9	fishClones.txt	RP11-122D19	MSD7		62718	HumArray1H3_H30	RP11-122D19
RP11-124O2	HumArray1H3_H31	3	247	0	-0.120905	0.919611	0.021473	3	3p21.2	3p21.2							69.1	AFM198YF2	stsMap.txt	AFM198YF2	MSD7		63044	HumArray1H3_H31	RP11-124O2
